id,lon,lat,highway1,highway2,highway3,highway4,highway5
287,8.6478817,50.0613861,1,2,0,0,0
288,8.6485076,50.060899,0,3,0,0,0
289,8.6494362,50.060991,0,3,0,0,0
290,8.6499329,50.0614499,0,2,0,1,0
291,8.5829504,50.1222523,4,0,0,0,0
292,8.6177692,50.1332041,1,2,0,0,0
293,8.6166051,50.1345622,1,1,1,0,0
294,8.6118379,50.1322553,3,0,0,0,0
295,8.6166736,50.1341575,1,1,1,0,0
296,8.6174896,50.1332199,1,2,0,0,0
297,8.5654075,50.1272804,1,0,2,0,0
298,8.6445511,50.2003062,3,0,0,0,0
299,8.6459379,50.2011037,3,0,0,0,0
300,8.6461488,50.2004949,2,0,0,0,0
301,8.6394933,50.1977937,2,0,0,0,0
302,8.592525,50.1380925,3,0,0,0,0
303,8.5917204,50.1371635,3,0,0,0,0
304,8.586566,50.1350217,3,0,0,0,0
305,8.5926883,50.1320495,0,0,0,6,0
306,8.5927491,50.1315777,0,0,4,2,0
307,8.6175126,50.1338315,3,0,0,0,0
308,8.5969306,50.1140925,3,0,0,0,0
309,8.6232379,50.1511655,0,0,0,4,0
310,8.6244517,50.1513557,0,0,0,4,2
311,8.6250303,50.1513939,0,0,0,4,2
312,8.6267955,50.1516473,0,0,0,4,2
313,8.6305932,50.1525676,0,0,0,4,1
314,8.6339624,50.1532499,0,0,0,4,0
315,8.6171595,50.1075397,0,0,3,0,0
316,8.627873,50.1123041,0,0,4,0,2
317,8.6276535,50.1113135,0,0,4,0,3
318,8.618175,50.1076823,0,0,4,0,0
319,8.6165839,50.1075555,0,0,4,0,0
320,8.6048282,50.1095825,1,0,4,0,0
321,8.6094412,50.1147762,0,0,5,0,0
322,8.6173992,50.1075488,0,0,3,0,0
323,8.6174838,50.1076087,0,0,3,0,0
324,8.5527108,50.1058251,0,0,3,0,0
325,8.5513925,50.1053891,0,0,2,0,1
326,8.5363516,50.1126385,0,0,4,0,0
327,8.5530642,50.1014722,0,0,2,1,1
328,8.537785,50.1113324,0,0,2,2,0
329,8.5473831,50.1025785,0,0,4,0,0
330,8.546379,50.1036711,0,0,4,0,2
331,8.5562541,50.1025189,0,0,3,0,0
332,8.5404089,50.0995642,0,0,2,2,0
333,8.5501744,50.1024132,0,0,0,0,4
334,8.5393687,50.1013532,0,0,0,2,2
335,8.5391202,50.1119109,0,0,2,4,0
336,8.5381592,50.1127543,0,0,2,0,2
337,8.5378284,50.1130579,0,0,2,0,1
338,8.5387377,50.102669,0,0,0,6,0
339,8.5518406,50.1030008,0,0,4,0,0
340,8.5473332,50.1072114,0,0,0,0,6
341,8.5564265,50.1156403,0,0,0,4,2
342,8.551533,50.115087,0,0,0,4,2
343,8.5483047,50.1147546,0,0,0,4,2
344,8.5460975,50.1145177,0,0,0,4,2
345,8.5441016,50.1007032,0,0,0,2,2
346,8.5071046,50.07344,4,0,0,0,0
347,8.5117695,50.0739523,2,0,0,0,0
348,8.5269608,50.0974013,0,0,4,0,0
349,8.5144834,50.0855738,0,0,3,2,0
350,8.5140741,50.0847509,0,0,4,0,0
351,8.5106756,50.0818263,0,0,4,2,0
352,8.508364,50.0798576,0,0,4,1,0
353,8.506748,50.0767832,5,0,0,0,0
354,8.5514052,50.1009319,0,0,0,2,2
355,8.5509822,50.1054213,0,0,0,0,4
356,8.5505467,50.106041,0,0,0,0,6
357,8.5601779,50.116343,0,0,4,0,2
358,8.5548467,50.0476768,1,0,0,2,0
359,8.5543464,50.0477833,2,0,0,2,0
360,8.5544838,50.0478165,2,0,0,2,0
361,8.5771251,50.1245369,0,0,0,0,6
362,8.577247,50.1235962,0,0,4,0,2
363,8.5881231,50.1261553,0,0,0,6,0
